Company ID,Company Name,Branch ID,Street Address,City,State,Postal Code,License Number,License Name
1671989,"Credit Systems International, Inc.",,"1277, Country Club Lane ",Fort Worth,TX,76112,DC1671989,MA Debt Collector
935745,"CREDIT WORLD SERVICES, INC.",,6000 MARTWAY ,SHAWNEE MISSION,KS,66202,DC0927,MA Debt Collector
937505,"CTI, Inc",,237 Lexington St Suite 10,Woburn,MA,01890,DC0092,MA Debt Collector
1002061,"D & A Services, LLC",,1400 E. Touhy Avenue Suite G2,Des Plaines,IL,60018,DC1002061,MA Debt Collector
1002061,"D & A Services, LLC",1277923,11111 Wilcrest Green Suite 225,Houston,TX,77042,DC1002061,MA Debt Collector
1002061,"D & A Services, LLC",1901948,570 Carillon Parkway Suite 103,St. Petersburg,FL,33716,DC1002061,MA Debt Collector
70377,"DATA MORTGAGE, INC.",,1417 North Magnolia Avenue ,Ocala,FL,34475,DC70377,MA Debt Collector
207709,"DCM Services, LLC",,1550 American Blvd E Ste 200 ,Bloomington,MN,55425-1116,DC1091,MA Debt Collector
934307,"Debt Recovery Solutions, LLC",,6800 Jericho Turnpike ste. 113E ,Syosset,NY,11791,DC1075,MA Debt Collector
967590,Delta Management Associates Inc,,100 Everett Ave Suite 6,Chelsea,MA,02150,DC0269,MA Debt Collector
967590,Delta Management Associates Inc,1020530,21 Manchester Street ,Merrimack,NH,03054,DC110955-101,MA Debt Collector
920378,"Diversified Adjustment Service, Inc.",,600 Coon Rapids Blvd. ,Coon Rapids,MN,55433,DC0414,MA Debt Collector
1587682,Diversified Recovery Bureau LLC,,40 Gardenville Pkwy Suite 201,West Seneca,NY,14224,DC1587682,MA Debt Collector
954553,Divine and Service LP,,740 Walt Whitman Road ,Melville,NY,11747,DC0713,MA Debt Collector
938351,"DTG Holdings, Inc.",,"11350 McCormick Road EPIII, Suite 800",Hunt Valley,MD,21031,DC0735,MA Debt Collector
116356,"Dyck-O'Neal, Inc.",,"3100 Monticello Ave., Suite 650 ",Dallas,TX,75205,DC1208,MA Debt Collector
952183,Dynamic Recovery Solutions LLC,,"135 Interstate Blvd, Suite 6 ",Greenville,SC,29615,DC1287,MA Debt Collector
934918,"Eastern Account System of Connecticut, Inc.",,111 Park Ridge Rd. ,Brookfield,CT,06804,DC1313,MA Debt Collector
1049519,"Eastpoint Recovery Group, Inc.",,1738 Elmwood Ave Suite 104,Buffalo,NY,14207,DC1049519,MA Debt Collector
1489841,"Educational Computer Systems, Inc.",,1200 Cherrington Parkway Suite 200,Moon Township,PA,15108,DC1489841,MA Debt Collector
1489841,"Educational Computer Systems, Inc.",2163761,2150 Country Club Road Suite 320,Winston Salem,NC,27104,DC1489841,MA Debt Collector
950415,"EGS Financial Care, Inc.",,5161 California Ave. Suite 100,Irvine,CA,92617,DC950415,MA Debt Collector
950415,"EGS Financial Care, Inc.",2439630,"Plaza America, Juan Pablo II y Calle 53 Pte. ",Puebla,,72440,DC950415,MA Debt Collector
950971,ElectroMedical Associates Inc.,,5 Northern Blvd Unit 11 ,Amherst,NH,03031,DC0903,MA Debt Collector
181265,"Encore Receivable Management, Inc.",,225 International Parkway ,Lake Mary,FL,32746,DC0661,MA Debt Collector
181265,"Encore Receivable Management, Inc.",953699,"Glorietta 5, Ayala Center Ayala Avenue",Makati City,,01224,DC181265,MA Debt Collector
181265,"Encore Receivable Management, Inc.",2041101,Ave Carrera 45 # 114 – 90 ,Bogota,,110111,DC181265,MA Debt Collector
181265,"Encore Receivable Management, Inc.",2061409,"Edificio Galeon, Calle 127 and Carrera 7A 28 ",Bogota,,10111,DC181265,MA Debt Collector
181265,"Encore Receivable Management, Inc.",2061414,"One Montage, Archbishop Reyes Ave Floor 23, 24, 25, 26, 27, 28 and 29 F",Cebu City,,06000,DC181265,MA Debt Collector
181265,"Encore Receivable Management, Inc.",2257799,8000 Baymeadows Way ,Jacksonville,FL,32256,DC181265,MA Debt Collector
181265,"Encore Receivable Management, Inc.",2293638,"Edificio Concentrix, 100m sur 200m oeste de la Embajada Americanacostado Oeste de Sylvannia","San Jose, Pavas",,10109,DC181265,MA Debt Collector
181265,"Encore Receivable Management, Inc.",2334394,Calle 90 ,Bogota,,110221,DC181265,MA Debt Collector
181265,"Encore Receivable Management, Inc.",2410960,3947 N Oak Street Extension ,Valdosta,GA,31605,DC181265,MA Debt Collector
953724,"Enhanced Recovery Company, LLC",,8014 Bayberry Rd. ,Jacksonville,FL,32256,DC0737,MA Debt Collector
953724,"Enhanced Recovery Company, LLC",,8014 Bayberry Rd. ,Jacksonville,FL,32256,DC953724,MA Debt Collector Other Trade Name #1
934565,"Estate Information Services, LLC",,"670 Morrison Rd., Suite 300 ",Gahanna,OH,43230,DC0953,MA Debt Collector
926201,Everest Receivable Services Inc.,,2351 North Forest Road Suite 100,Getzville,NY,14068,DC926201,MA Debt Collector
967404,Exeter Finance LLC,,2101 W. John Carpenter Freeway ,Irving,TX,75063,DC967404,MA Debt Collector
1083681,"ExlService Philippines, Inc.",,"6th Floor, One E-com Center Harbor Drive, MOA Complex",Pasay City,,01308,DC1083681,MA Debt Collector
1083681,"ExlService Philippines, Inc.",2500238,"9th Floor, Plaza E Building Northgate Cyberzone, Alabang",Muntinlupa City,,01781,DC1083681,MA Debt Collector
959428,"F.H. Cann & Associates, Inc.",,1600 Osgood Street Suite 3058,North Andover,MA,01845,DC0615,MA Debt Collector
959428,"F.H. Cann & Associates, Inc.",2219172,100 Domain Drive ,Exeter,NH,03833,DC959428,MA Debt Collector
934298,"Fair Collections & Outsourcing of New England, Inc.",,12304 Baltimore Ave. Ste E,Beltsville,MD,20705,DC0973,MA Debt Collector
934298,"Fair Collections & Outsourcing of New England, Inc.",939132,"Rcbc Plaza - Yuchengco Tower 6819 Ayala Ave, 27th Floor",Makati City,,01200,DC1222,MA Debt Collector
88244,"Fay Servicing, LLC",,5426 Bay Center Drive Suite 300,Tampa,FL,33609,DC112380-100,MA Debt Collector
88244,"Fay Servicing, LLC",349963,"1601 Lyndon B. Johnson Freeway Suite 150, 400 & 500",Farmers Branch,TX,75234,DC88244,MA Debt Collector
88244,"Fay Servicing, LLC",1026442,1801 S Meyers Rd Suite 400,Oakbrook Terrace,IL,60181,DC88244,MA Debt Collector
88244,"Fay Servicing, LLC",1578923,425 S Financial Place Suite 2000,Chicago,IL,60605,DC88244,MA Debt Collector
4920,"FCI Lender Services, Inc.",,8180 East Kaiser Blvd. ,Anaheim Hills,CA,92808,DC4920,MA Debt Collector
1071,Finance of America Mortgage LLC,,1 West Elm Street Suite 100,Conshohocken,PA,19428,DC1071,MA Debt Collector
922812,"Financial Asset Management Systems, Inc.",,665 Molly Lane Suite 110 ,Woodstock,GA,30189,DC0594,MA Debt Collector
950721,"Financial Assistance, Inc",,1130 140th Ave NE Suite 100A,Bellevue,WA,98005,DC0870,MA Debt Collector
210008,"Financial Business and Consumer Solutions, Inc",,330 S. Warminster Rd Suite 353,Hatboro,PA,19040,DC0800,MA Debt Collector
210008,"Financial Business and Consumer Solutions, Inc",1003119,3860 Bayshore Road Unit 8,North Cape May,NJ,08204,DC210008,MA Debt Collector
951408,Financial Corporation of America,,12515 Research Blvd. Bldg.2 Ste. 200,Austin,TX,78759,DC112698-100,MA Debt Collector
935742,"Financial Recovery Services, Inc.",,1345 Mendota Heights Road Suite 100,Mendota Heights,MN,55120,DC0679,MA Debt Collector
935742,"Financial Recovery Services, Inc.",942075,823 Belknap Street Suite 205,Superior,WI,55480,DC935742,MA Debt Collector
935742,"Financial Recovery Services, Inc.",1786339,30-30 4 Market Street Third Floor,Montego Bay,,JMCJS12,DC1786339,MA Debt Collector
935742,"Financial Recovery Services, Inc.",2037057,870 Cottonwood Lane Suite 600,Dakota Dunes,SD,57049,DC935742,MA Debt Collector
921357,First Credit Services Inc.,,9 Wills Way Building 3,Piscataway,NJ,08854,DC921357,MA Debt Collector
921357,First Credit Services Inc.,1126057,"Unit #401, 4th Floor Nitco Biz Park Plot No C-19, Road No. 16",Thane (West) Maharashtra,,400604,DC921357,MA Debt Collector
921357,First Credit Services Inc.,1992971,2601 Cross Country Drive Building E,Columbus,GA,31906,DC921357,MA Debt Collector
934308,"First Financial Asset Management, Inc.",,"3091 Governors Lake Drive, Suite 500 ",Norcross,GA,30071,DC0862,MA Debt Collector
934308,"First Financial Asset Management, Inc.",945274,3707 North 7th Street Suite 100,Phoenix,AZ,85014,DC111260-101,MA Debt Collector
951453,"First Financial Resources, Inc.",,495 Old Connecticut Path Suite 220,Framingham,MA,01701-4567,DC0245,MA Debt Collector
934310,"First National Collection Bureau, Inc.",,50 W. Liberty St. Ste 250 ,Reno,NV,89501,DC0867,MA Debt Collector
1516963,"FirstCredit, Inc.",,3250 W. Market Street Suite 304,Akron,OH,44333,DC1516963,MA Debt Collector
939550,"FirstPoint Collection Resources, Inc.",,225 Commerce Place ,Greensboro,NC,27401,DC0869,MA Debt Collector
954078,"Firstsource Advantage, LLC",,205 Bryant Woods South ,Amherst,NY,14228,DC0463,MA Debt Collector
954078,"Firstsource Advantage, LLC",973091,"4th Dimension, Mindspace, Link Road ",Mumbai,,400 064,DC954078,MA Debt Collector
931140,"FMA Alliance, Ltd.",,12339 Cutten Road ,Houston,TX,77066,DC0649,MA Debt Collector
953582,FMS Inc.,,4915 S. Union Ave. ,Tulsa,OK,74107,DC0810,MA Debt Collector
953582,FMS Inc.,1712900,2775 W. Navigator Drive Suite 103,Meridian,ID,83642,DC953582,MA Debt Collector
2102,Franklin Credit Management Corporation,,"101 Hudson Street, 24th Floor ",Jersey City,NJ,07302,DC1194,MA Debt Collector
948786,"Franklin Service, Inc",,2978 West Jackson St ,Tupelo,MS,38801,DC0860,MA Debt Collector
2767,Freedom Mortgage Corporation,,951 Yamato Road Suite 175,Boca Raton,FL,33431,DC2767,MA Debt Collector
2767,Freedom Mortgage Corporation,7069,10500 Kincaid Drive Suite 300,Fishers,IN,46037,DC2767,MA Debt Collector
2767,Freedom Mortgage Corporation,1392951,625 W. Ridge Pike Building C,Conshohocken,PA,19428,DC2767,MA Debt Collector
2767,Freedom Mortgage Corporation,1578806,20 Lake Center 401 Route 73,Marlton,NJ,08053,DC2767,MA Debt Collector
2767,Freedom Mortgage Corporation,1767931,8787 Baypine Road 5th Floor,Jacksonville,FL,32256,DC2767,MA Debt Collector
2767,Freedom Mortgage Corporation,1862906,9275 Sky Park Court Suite 400,San Diego,CA,92123,DC2767,MA Debt Collector
2767,Freedom Mortgage Corporation,1902345,"9330 LBJ Freeway Suite 900, Office 974",Dallas,TX,75243,DC2767,MA Debt Collector
2767,Freedom Mortgage Corporation,1902379,"30 Lake Center 401 Route 73, Suite 110",Marlton,NJ,08053,DC2767,MA Debt Collector
2767,Freedom Mortgage Corporation,1962889,8196 SW Hall Boulevard Suite 212,Beaverton,OR,97008,DC2767,MA Debt Collector
934311,"FrontLine Asset Strategies, LLC",,10550 Deerwood Park Blvd Ste 309 ,Jacksonville,FL,32256,DC112028-101,MA Debt Collector
1124656,Frost-Arnett Company,,2105 Elm Hill Pike Suite #200,Nashville,TN,37210,DC1124656,MA Debt Collector
934278,"Full Circle Financial Services, LLC",,"12425 Race Track Road, Suite 100 ",Tampa,FL,33626,DC934278,MA Debt Collector
937172,Gatestone & Co. International Inc.,,455 North 3rd St Suite 260 ,Phoenix,AZ,85004,DC0639,MA Debt Collector
937172,Gatestone & Co. International Inc.,1010505,180 Duncan Mill Rd Suite 300,Toronto,,M3B1Z6,DC937172,MA Debt Collector
937172,Gatestone & Co. International Inc.,1675435,7015 L Street ,Omaha,NE,68117,DC937172,MA Debt Collector
937172,Gatestone & Co. International Inc.,1675503,4936 South Point Parkway ,Fredericksburg,VA,22407,DC937172,MA Debt Collector
191713,GC Services Limited Partnership,,6330 GULFTON ST ,Houston,TX,77081,DC191713,MA Debt Collector
191713,GC Services Limited Partnership,1003929,332 Town Square West Highway 190 ,Copperas Cove,TX,76522,DC191713,MA Debt Collector
191713,GC Services Limited Partnership,1141462,"8400 Miramar Road, Suite 250 ",San Diego,CA,92126,DC191713,MA Debt Collector
191713,GC Services Limited Partnership,2373334,5723 University Heights Blvd. Suite 101 & 106,San Antonio,TX,78249,DC191713,MA Debt Collector
951918,General Revenue Corporation,,4660 Duke Drive Suite 200,Mason,OH,45040,DC0007,MA Debt Collector
1739063,Genpact Collections LLC,,335 New Commerce Blvd ,Wilkes-Barre,PA,18706,DC1739063,MA Debt Collector
1739063,Genpact Collections LLC,1879872,6737 Southpoint Drive South ,Jacksonville,FL,32216,DC1739063,MA Debt Collector
1739063,Genpact Collections LLC,1879881,3300 E. Renner Rd Suite 300,Richardson,TX,75082,DC1739063,MA Debt Collector
1739063,Genpact Collections LLC,1879889,9900 Innovation Drive Milwaukee County Research Park,Wauwatosa,WI,53226,DC1739063,MA Debt Collector
1739063,Genpact Collections LLC,1879896,1410 SW Morrison Street 7th Floor,Portland,OR,97205,DC1739063,MA Debt Collector
934264,Genpact Services LLC,,3300 E. Renner Rd. Ste. 300 ,Richardon,TX,75082,DC0969,MA Debt Collector
934264,Genpact Services LLC,989611,"Building 5132, dotcom drive, Northgate Cyberzone, Filinvest Corporate City","Alabang,  Muntinlupa City",,01780,DC934264,MA Debt Collector
934264,Genpact Services LLC,989614,"Plot 22, Sector 18, Udyog Vihar ","Gurgaon, Haryana",,122015,DC934264,MA Debt Collector
934264,Genpact Services LLC,989619,"14-45,IDA Uppal Opp. NGRI Habsiguda ","Hyderabad, Andhra Pradesh",,500039,DC934264,MA Debt Collector
934264,Genpact Services LLC,989621,"EDM S de R.L. de C. V, Ave. Hermanos Escobar #7651","Juarez, Chihuahua",,32330,DC934264,MA Debt Collector
934264,Genpact Services LLC,989623,"Genpact Headstrong Capital Market D4, Sector - 59","NOIDA, Uttar Pradesh",,201307,DC934264,MA Debt Collector
934264,Genpact Services LLC,993279,"iHub 1 Building, North Bridgeway Drive, Northgate ","Alabang, Muntinlupa City",,01780,DC934264,MA Debt Collector
934264,Genpact Services LLC,993281,"Avenida Petapa 40-35, Zona 12 ",Guatemala City,,01012,DC934264,MA Debt Collector
934264,Genpact Services LLC,1112545,"5th Floor, Building A, Plaza at Northgate ","Cyberpark, Alabang, Muntinlupa City",,,DC934264,MA Debt Collector
934264,Genpact Services LLC,1185952,"Vector 2 Building, Northgate Avenue Northgate Cyberzone, Filinvest Corporate City",Muntinlupa City,,01780,DC934264,MA Debt Collector
934264,Genpact Services LLC,1185992,"One Cyberpod Centris (OCC) Building Eton-Centris, EDSA corner Quezon Avenue",Quezon City,,01100,DC934264,MA Debt Collector
934264,Genpact Services LLC,1525801,"3rd Level, Starmall Prima Bataan Barangay Cupang, Balanga City",Bataan,,02100,DC934264,MA Debt Collector
934264,Genpact Services LLC,2498322,Avenida Acueducto 6075A Colonia Puerta de Hierro,"Zapopan, Jalisco",,45116,DC934264,MA Debt Collector
4328,"GITSIT SOLUTIONS, LLC",,"333 So. Anita Drive, Ste. 400 ",Orange,CA,92868,DC112039-100,MA Debt Collector
4328,"GITSIT SOLUTIONS, LLC",957732,"39303 Country Club Drive, Ste. A-1 ",Farmington Hills,MI,48331,DC4328,MA Debt Collector
1029427,Glass Mountain Capital LLC,,"1375 E. Woodfield Road, Ste. 400 ",Schaumburg,IL,60173,DC1029427,MA Debt Collector
952150,"Goldberg & Donovan, Inc.",,"197 Main Street, Suite 203 ",Milford,MA,01757,DC1333,MA Debt Collector
442028,Grand Vacations Services LLC,,"6355 MetroWest Blvd., Suite 180 ",Orlando,FL,32835,DC442028,MA Debt Collector
266062,Gregory Funding LLC,,13190 SW 68th Parkway Suite 200,Tigard,OR,97223,DC266062,MA Debt Collector
1679220,Grimley Financial Corporation,,1415 Route 70 East Suite LL-5,Cherry Hill,NJ,08034,DC1679220,MA Debt Collector
931242,"Gulf Coast Collection Bureau, Inc.",,7560 Commerce Court ,Sarasota,FL,34243,DC0788,MA Debt Collector
931242,"Gulf Coast Collection Bureau, Inc.",2480520,2401 W. Bay Dr 122,Largo,FL,33770,DC931242,MA Debt Collector
1197823,"Halsted Financial Services, LLC",,8001 N. Lincoln Ave Suite 500,Skokie,IL,60077,DC1197823,MA Debt Collector
2038270,"Harris & Harris of Illinois, Ltd.",,111 W. Jackson Blvd. SUITE 400,Chicago,IL,48348-2893,DC2038270,MA Debt Collector
952174,"HARVARD FUNDING, LLC",,16 HARVARD STREET ,WORCESTER,MA,01609,DC1215,MA Debt Collector
3707,"HCL Lending Solutions, LLC.",,8744 Lucent Blvd. Second Floor,Highlands Ranch,CO,80129,DC3707,MA Debt Collector
3707,"HCL Lending Solutions, LLC.",1176952,"30870 Russell Ranch Road, Suite 100 ",Westlake Village,CA,91361,DC3707,MA Debt Collector
960124,"Healthcare Revenue Recovery Group, LLC",,"1643 N. Harrison Parkway Building H, Suite 100",Sunrise,FL,33323,DC960124,MA Debt Collector
1148013,"Helvey & Associates, Inc.",,1015-1029 E. Center St. ,Warsaw,IN,46580,DC1148013,MA Debt Collector
1442770,Higher Education Loan Authority of the state of Missouri,,633 Spirit Drive ,Chesterfield,MO,63005,DC1442770,MA Debt Collector
1224682,"Hollis Cobb Associates, Inc.",,3175 Satellite Blvd Suite 400,Duluth,GA,30096,DC1224682,MA Debt Collector
6521,"HomeBridge Financial Services, Inc.",,194 Wood Avenue South 9th Floor,Iselin,NJ,08830,DC6521,MA Debt Collector
945496,"HOVG, LLC",,"4145 Shackleford Road, Suite 330B ",Norcross,GA,30093,DC1138,MA Debt Collector
945496,"HOVG, LLC",948818,Third Floor Sharada Arcade Pune Satara Road,Pune,,411037,DC1089,MA Debt Collector
1982626,"HTX REALTY, INC.",,1 Mauchly ,Irvine,CA,92618,DC1982626,MA Debt Collector
988277,"Hunter Warfield, Inc.",,4620 Woodland Corporate Blvd. ,Tampa,FL,33614,DC988277,MA Debt Collector
988277,"Hunter Warfield, Inc.",1126452,19 Calle 5-47 zona 10 ,Guatemala City,,01010,DC988277,MA Debt Collector
937158,"I.C. System, Inc.",,444 Highway 96 East ,St. Paul,MN,55127-2557,DC0097,MA Debt Collector
937158,"I.C. System, Inc.",960279,301 Sand Lake Rd ,Onalaska,WI,54650,DC1123,MA Debt Collector
971181,"I.Q. DATA INTERNATIONAL, INC.",,"21222 30th DRIVE SE, SUITE 120 ",BOTHELL,WA,98021-7012,DC971181,MA Debt Collector
908487,"InDebted USA, Inc.",,"5301 Veterans Memorial Pkwy, Ste 204 ",St. Peters,MO,63376,DC908487,MA Debt Collector
908487,"InDebted USA, Inc.",2154362,"5th Floor PNB Building 6754 Ayala Avenue corner, Legazpi Village","Makati City,Metro Manila",,01229,DC908487,MA Debt Collector
908487,"InDebted USA, Inc.",2479593,"3800 Howard Hughes Pkwy, Ste 930 ",Las Vegas,NV,89169,DC908487,MA Debt Collector
1042702,Innovate Loan Servicing Corporation,,3001 Meacham Blvd Suite 215,Fort Worth,TX,76137,DC1042702,MA Debt Collector
3761,"Insight One Recovery Solutions, Inc.",,"6032 Innovation Way, Suite 201 ",Fort Worth,TX,76244,DC1316,MA Debt Collector
1020904,"INTEGRA SERVICING, LLC",,325 E WARM SPRINGS ROAD STE 200,LAS VEGAS,NV,89119,DC1020904,MA Debt Collector
936677,"International Computer Systems, Inc.",,10925 Otter Creek E. Blvd ,Mabelvale,AR,72103,DC0872,MA Debt Collector
937604,"Investinet, LLC",,910 Pinckney Street ,Greenville,SC,29609,DC937604,MA Debt Collector
934189,"J.M. Adjustment Services, L.L.C.",,44600 Delco Blvd. ,Sterling Heights,MI,48313,DC112708-100,MA Debt Collector
1644298,"January Technologies, Inc.",,"176 Grand Street, 4th Floor ",New York,NY,10013,DC1644298,MA Debt Collector
969968,"Jefferson Capital Systems, LLC",,200 14th Ave E ,Sartell,MN,56377,DC969968,MA Debt Collector
969968,"Jefferson Capital Systems, LLC",1416654,"1355 S Colorado Blvd. Building C, Ste 400",Denver,CO,80222,DC969968,MA Debt Collector
935646,JNR Adjustment Company Inc,,"3300 Fernbrook Lane North, Ste. 225 ",Plymouth,MN,55447,DC0906,MA Debt Collector
935646,JNR Adjustment Company Inc,957916,555 Winderley Place Suite 320,Maitland,FL,32751,DC0938,MA Debt Collector
1011841,"Kinum, Inc.",,"770 Lynnhaven Pkwy, Suite 160 ",Virginia Beach,VA,23452,DC1011841,MA Debt Collector
1011841,"Kinum, Inc.",1018349,8200 Haverstick Road Suite 220,Indianapolis,IN,46240,DC1011841,MA Debt Collector
931903,"L J Ross Associates, Inc.",,4 Universal Way ,Jackson,MI,49202,DC113809-100,MA Debt Collector
938920,"Lamont, Hanley & Associates, Inc.",,186 Granite Street ,Manchester,NH,03101,DC0254,MA Debt Collector
1796,"Land Home Financial Services, Inc.",,"1355 Willow Way, Suite 250 ",Concord,CA,94520,DC1796,MA Debt Collector
1796,"Land Home Financial Services, Inc.",1584746,3611 S. Harbor Blvd Suite 100,Santa Ana,CA,92704,DC1796,MA Debt Collector
1796,"Land Home Financial Services, Inc.",2010488,139 Fulton Street Room 809,New York,NY,10038,DC1796,MA Debt Collector
1766839,"Launch Servicing, LLC",,"402 West Broadway, 20th Floor ",San Diego,CA,92101,DC1766839,MA Debt Collector
1766839,"Launch Servicing, LLC",1776356,5109 S. Broadband Lane Suite 400,Sioux Falls,SD,57108,DC1766839,MA Debt Collector
878400,LCS FINANCIAL SERVICES CORPORATION,,6782 S. POTOMAC STREET SUITE 100,CENTENNIAL,CO,80112,DC1303,MA Debt Collector
1607,"LenderLive Network, LLC",,6200 S. Quebec Street Suite 150,Greenwood Village,CO,80111,DC1607,MA Debt Collector
1424139,LendingPoint LLC,,1201 Roberts Blvd. Suite 200,Kennesaw,GA,30144,DC1424139,MA Debt Collector
1563468,"Life Line Billing Systems, LLC",,N2930 State Hwy 22 ,Wautoma,WI,54982-5267,DC1563468,MA Debt Collector
2916,"LoanCare, LLC",,3637 Sentara Way ,Virginia Beach,VA,23452,DC2916,MA Debt Collector
2916,"LoanCare, LLC",1104653,"601 Riverside Ave. Building 5, 3rd Floor",Jacksonville,FL,32204,DC2916,MA Debt Collector
1191130,"LOCKHART, MORRIS & MONTGOMERY, INC.",,1401 N Central Expy Suite 225 ,Richardson,TX,75080,DC1191130,MA Debt Collector
957935,"Longbridge Financial, LLC",,"One International Blvd., Suite 900 ",Mahwah,NJ,07495,DC957935,MA Debt Collector
957935,"Longbridge Financial, LLC",1594241,945 Bunker Hill Road Suite 500,Houston,TX,77024,DC957935,MA Debt Collector
940272,"LTD Financial Services, L.P.",,"3200 Wilcrest, Suite 600 ",Houston,TX,77042,DC0363,MA Debt Collector
